Model Name,Brand,Processor,RAM,Storage,Display,Operating System,Color,Body Type,Weight,Warranty,Price (BDT)
Acer Aspire 5,Acer,Intel Core i7 13th Gen,8GB,512GB SSD,"17"" FHD",Windows 11,Blue,Aluminum,1.75kg,1 Year,191865
Apple MacBook Air M2,Apple,Apple M1,8GB,128GB SSD,"13.3"" FHD",Chrome OS,Gray,Plastic,2.00kg,1 Year,48703
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,4GB,128GB SSD,"14"" FHD",Windows 11,Black,Plastic,1.25kg,3 Years,145487
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i7 13th Gen,12GB,512GB SSD,"15.6"" FHD",Chrome OS,Blue,Metal,0.99kg,2 Years,81773
HP Pavilion 15,HP,Intel Core i5 12th Gen,16GB,256GB SSD,"15.6"" FHD",macOS Ventura,Silver,Carbon Fiber,1.25kg,2 Years,224110
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,32GB,256GB SSD,"16"" QHD",Windows 11,Black,Metal,1.25kg,3 Years,37076
MSI GF63 Thin,MSI,AMD Ryzen 5 5500U,4GB,128GB SSD,"15.6"" FHD",macOS Ventura,Blue,Metal,1.40kg,3 Years,201845
Apple MacBook Pro M2,Apple,Apple M1,8GB,128GB SSD,"15.6"" FHD",macOS Ventura,Silver,Carbon Fiber,1.75kg,1 Year,60308
Apple MacBook Air M2,Apple,AMD Ryzen 7 5800U,32GB,128GB SSD,"15.6"" FHD",macOS Ventura,White,Aluminum,0.99kg,1 Year,175268
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,32GB,512GB SSD,"14"" FHD",Windows 11,Black,Aluminum,1.40kg,1 Year,115743
Dell Inspiron 14,Dell,AMD Ryzen 7 5800U,8GB,512GB SSD,"13.3"" FHD",macOS Ventura,Gray,Plastic,1.75kg,3 Years,223159
MSI GF63 Thin,MSI,Intel Core i5 12th Gen,32GB,256GB SSD,"15.6"" FHD",Windows 11,Silver,Plastic,0.99kg,2 Years,38120
Dell XPS 13,Dell,Apple M2,4GB,1TB SSD,"15.6"" FHD",macOS Ventura,Silver,Magnesium Alloy,1.40kg,2 Years,246950
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,16GB,128GB SSD,"15.6"" FHD",Chrome OS,Black,Plastic,1.75kg,3 Years,173813
Dell XPS 13,Dell,Intel Core i9 13th Gen,8GB,1TB SSD,"13.3"" FHD",Chrome OS,Gray,Plastic,0.99kg,3 Years,76098
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,4GB,128GB SSD,"14"" FHD",Windows 10,Gray,Magnesium Alloy,1.75kg,1 Year,129291
LG Gram 14,LG,AMD Ryzen 7 5800U,4GB,512GB SSD,"14"" FHD",macOS Ventura,Silver,Plastic,0.99kg,3 Years,98064
MSI GF63 Thin,MSI,Apple M2,32GB,256GB SSD,"15.6"" FHD",macOS Ventura,Silver,Plastic,2.00kg,1 Year,46964
Walton Tamarind EX10,Walton,AMD Ryzen 5 5500U,16GB,1TB SSD,"16"" QHD",Windows 11,Black,Metal,0.99kg,2 Years,38886
Dell Inspiron 14,Dell,Apple M1,4GB,1TB SSD,"15.6"" FHD",Windows 10,Silver,Aluminum,0.99kg,2 Years,188544
ASUS ROG Zephyrus G14,ASUS,Intel Core i3 11th Gen,8GB,256GB SSD,"16"" QHD",macOS Ventura,White,Magnesium Alloy,0.99kg,2 Years,78725
Apple MacBook Air M2,Apple,Intel Core i3 11th Gen,32GB,1TB SSD,"14"" FHD",macOS Ventura,Black,Plastic,0.99kg,1 Year,80713
ASUS VivoBook 15,ASUS,Intel Core i5 12th Gen,12GB,128GB SSD,"17"" FHD",Chrome OS,White,Carbon Fiber,1.25kg,2 Years,216172
MSI GF63 Thin,MSI,Apple M2,32GB,512GB SSD,"16"" QHD",macOS Ventura,Blue,Carbon Fiber,1.25kg,1 Year,47942
Acer Aspire 5,Acer,AMD Ryzen 7 5800U,16GB,512GB SSD,"14"" FHD",Chrome OS,Silver,Aluminum,0.99kg,3 Years,198777
LG Gram 14,LG,AMD Ryzen 5 5500U,32GB,512GB SSD,"14"" FHD",Windows 11,Black,Metal,1.25kg,1 Year,69610
Dell XPS 13,Dell,Apple M1,12GB,512GB SSD,"17"" FHD",Chrome OS,Blue,Magnesium Alloy,1.25kg,3 Years,198580
Apple MacBook Pro M2,Apple,Intel Core i7 13th Gen,8GB,128GB SSD,"14"" FHD",Windows 10,Black,Plastic,2.00kg,2 Years,165276
Apple MacBook Air M2,Apple,Apple M1,32GB,256GB SSD,"15.6"" FHD",macOS Ventura,Blue,Aluminum,1.25kg,2 Years,134251
Dell Inspiron 14,Dell,Apple M2,16GB,256GB SSD,"17"" FHD",Chrome OS,Black,Aluminum,1.40kg,3 Years,221323
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,12GB,256GB SSD,"16"" QHD",Windows 11,Silver,Plastic,1.25kg,2 Years,72508
Acer Aspire 5,Acer,Intel Core i7 13th Gen,4GB,512GB SSD,"16"" QHD",macOS Ventura,Black,Plastic,1.25kg,3 Years,172855
Apple MacBook Air M2,Apple,Intel Core i7 13th Gen,12GB,128GB SSD,"17"" FHD",macOS Ventura,Black,Carbon Fiber,1.25kg,3 Years,93861
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,4GB,512GB SSD,"14"" FHD",Windows 10,Silver,Magnesium Alloy,1.75kg,1 Year,226568
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,4GB,128GB SSD,"14"" FHD",Chrome OS,Silver,Aluminum,1.25kg,1 Year,131544
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,12GB,1TB SSD,"16"" QHD",Windows 10,Black,Plastic,1.25kg,3 Years,68688
Apple MacBook Air M1,Apple,Apple M2,32GB,512GB SSD,"15.6"" FHD",macOS Ventura,Gray,Plastic,1.40kg,2 Years,47133
Walton Prelude N41,Walton,Intel Core i9 13th Gen,12GB,256GB SSD,"13.3"" FHD",Chrome OS,Blue,Plastic,1.40kg,3 Years,52864
Apple MacBook Air M2,Apple,Intel Core i3 11th Gen,8GB,1TB SSD,"17"" FHD",macOS Ventura,Blue,Plastic,2.00kg,3 Years,100759
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 5 5500U,32GB,128GB SSD,"13.3"" FHD",macOS Ventura,Gray,Magnesium Alloy,0.99kg,1 Year,155750
MSI GF63 Thin,MSI,Intel Core i7 13th Gen,4GB,128GB SSD,"16"" QHD",Windows 10,Gray,Metal,1.75kg,3 Years,116773
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,4GB,256GB SSD,"13.3"" FHD",macOS Ventura,Blue,Aluminum,1.25kg,3 Years,217334
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,8GB,1TB SSD,"17"" FHD",Windows 11,Gray,Plastic,1.25kg,2 Years,231673
Apple MacBook Pro M2,Apple,Intel Core i3 11th Gen,8GB,1TB SSD,"13.3"" FHD",Chrome OS,Silver,Plastic,1.25kg,3 Years,171132
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,16GB,512GB SSD,"16"" QHD",Windows 10,Silver,Plastic,0.99kg,1 Year,217262
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,32GB,128GB SSD,"16"" QHD",Windows 10,Black,Plastic,1.40kg,3 Years,185573
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,8GB,512GB SSD,"16"" QHD",macOS Ventura,Gray,Metal,2.00kg,3 Years,135702
Walton Tamarind EX10,Walton,AMD Ryzen 5 5500U,12GB,1TB SSD,"16"" QHD",Windows 11,Black,Carbon Fiber,0.99kg,3 Years,227611
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,32GB,256GB SSD,"14"" FHD",Windows 10,Gray,Carbon Fiber,1.40kg,2 Years,241985
ASUS VivoBook 15,ASUS,Apple M2,12GB,128GB SSD,"14"" FHD",Windows 10,Gray,Carbon Fiber,2.00kg,3 Years,214859
Acer Aspire 5,Acer,AMD Ryzen 7 5800U,32GB,256GB SSD,"13.3"" FHD",Chrome OS,White,Plastic,0.99kg,3 Years,180205
Apple MacBook Pro M2,Apple,Apple M2,12GB,256GB SSD,"14"" FHD",macOS Ventura,Gray,Metal,1.25kg,3 Years,47611
ASUS ROG Zephyrus G14,ASUS,Apple M2,16GB,128GB SSD,"17"" FHD",macOS Ventura,Gray,Plastic,1.75kg,1 Year,105851
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,16GB,128GB SSD,"15.6"" FHD",macOS Ventura,Black,Metal,1.75kg,2 Years,203078
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 5 5500U,12GB,1TB SSD,"14"" FHD",Windows 11,White,Carbon Fiber,1.75kg,3 Years,81584
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 5 5500U,12GB,256GB SSD,"15.6"" FHD",Windows 10,Black,Aluminum,1.75kg,3 Years,87515
Apple MacBook Pro M2,Apple,AMD Ryzen 5 5500U,12GB,256GB SSD,"14"" FHD",Windows 10,White,Magnesium Alloy,0.99kg,1 Year,173740
Apple MacBook Air M1,Apple,Intel Core i9 13th Gen,12GB,256GB SSD,"15.6"" FHD",Windows 11,Black,Plastic,1.75kg,1 Year,58317
LG Gram 14,LG,Apple M2,32GB,1TB SSD,"15.6"" FHD",Chrome OS,White,Magnesium Alloy,1.40kg,2 Years,224501
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,4GB,256GB SSD,"13.3"" FHD",Chrome OS,Black,Metal,2.00kg,1 Year,167816
ASUS ROG Zephyrus G14,ASUS,Apple M1,16GB,512GB SSD,"13.3"" FHD",Chrome OS,Blue,Carbon Fiber,1.25kg,1 Year,237993
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 5 5500U,32GB,128GB SSD,"14"" FHD",Windows 10,Black,Carbon Fiber,1.40kg,2 Years,145492
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,16GB,128GB SSD,"14"" FHD",macOS Ventura,White,Magnesium Alloy,1.25kg,3 Years,219838
MSI GF63 Thin,MSI,Apple M2,12GB,256GB SSD,"15.6"" FHD",Chrome OS,Blue,Aluminum,0.99kg,2 Years,205113
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i7 13th Gen,32GB,256GB SSD,"17"" FHD",Windows 11,Blue,Magnesium Alloy,2.00kg,2 Years,170584
Apple MacBook Air M1,Apple,AMD Ryzen 5 5500U,32GB,1TB SSD,"15.6"" FHD",Windows 11,Blue,Plastic,2.00kg,1 Year,151748
MSI GF63 Thin,MSI,Intel Core i3 11th Gen,16GB,256GB SSD,"17"" FHD",Windows 11,Gray,Plastic,2.00kg,1 Year,239454
Apple MacBook Air M1,Apple,Apple M1,32GB,128GB SSD,"14"" FHD",Chrome OS,Black,Plastic,1.75kg,3 Years,113039
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 5 5500U,8GB,256GB SSD,"14"" FHD",Chrome OS,Blue,Aluminum,1.25kg,3 Years,126941
Walton Prelude N41,Walton,Intel Core i3 11th Gen,8GB,1TB SSD,"13.3"" FHD",Windows 10,White,Aluminum,1.40kg,1 Year,201604
ASUS VivoBook 15,ASUS,Intel Core i7 13th Gen,16GB,1TB SSD,"14"" FHD",Windows 10,Black,Carbon Fiber,1.75kg,3 Years,216811
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,8GB,128GB SSD,"15.6"" FHD",Chrome OS,Black,Carbon Fiber,1.40kg,1 Year,208317
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,16GB,256GB SSD,"17"" FHD",Windows 10,Silver,Magnesium Alloy,1.40kg,1 Year,249439
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,32GB,128GB SSD,"13.3"" FHD",Windows 11,Black,Metal,1.25kg,1 Year,199496
ASUS ROG Zephyrus G14,ASUS,Apple M2,8GB,128GB SSD,"14"" FHD",Windows 11,Blue,Plastic,2.00kg,3 Years,216029
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,32GB,1TB SSD,"13.3"" FHD",Chrome OS,White,Plastic,1.75kg,2 Years,203332
ASUS ROG Zephyrus G14,ASUS,Apple M1,8GB,512GB SSD,"13.3"" FHD",Windows 11,Silver,Metal,1.75kg,3 Years,125482
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,16GB,512GB SSD,"15.6"" FHD",Windows 10,Gray,Plastic,1.75kg,2 Years,85824
Acer Aspire 5,Acer,Apple M1,32GB,128GB SSD,"16"" QHD",Chrome OS,Gray,Carbon Fiber,2.00kg,3 Years,141812
Apple MacBook Air M1,Apple,Apple M1,4GB,128GB SSD,"17"" FHD",Chrome OS,Silver,Metal,1.25kg,2 Years,246247
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,4GB,512GB SSD,"17"" FHD",Windows 11,Black,Aluminum,1.25kg,3 Years,233588
Apple MacBook Air M1,Apple,Apple M2,16GB,1TB SSD,"17"" FHD",macOS Ventura,Silver,Metal,1.75kg,1 Year,241122
Apple MacBook Pro M2,Apple,Apple M1,32GB,128GB SSD,"13.3"" FHD",Windows 11,Blue,Metal,1.25kg,3 Years,47396
HP Victus 15,HP,Intel Core i5 12th Gen,32GB,256GB SSD,"15.6"" FHD",Windows 10,White,Plastic,1.75kg,2 Years,151045
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,16GB,128GB SSD,"15.6"" FHD",Windows 10,Gray,Metal,2.00kg,2 Years,90599
Apple MacBook Pro M2,Apple,Apple M1,32GB,256GB SSD,"17"" FHD",Windows 10,Gray,Metal,2.00kg,1 Year,213925
ASUS VivoBook 15,ASUS,Apple M1,8GB,256GB SSD,"17"" FHD",Windows 11,Silver,Metal,1.40kg,1 Year,200491
Acer Aspire 5,Acer,Intel Core i3 11th Gen,12GB,128GB SSD,"17"" FHD",Windows 10,White,Metal,1.40kg,2 Years,216475
Apple MacBook Air M2,Apple,Intel Core i5 12th Gen,8GB,512GB SSD,"17"" FHD",Chrome OS,Black,Aluminum,2.00kg,2 Years,181118
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,16GB,512GB SSD,"17"" FHD",Chrome OS,Black,Aluminum,1.25kg,1 Year,189474
Apple MacBook Air M2,Apple,AMD Ryzen 7 5800U,12GB,256GB SSD,"13.3"" FHD",Windows 11,Black,Aluminum,0.99kg,1 Year,122271
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,12GB,128GB SSD,"17"" FHD",Windows 11,Blue,Aluminum,0.99kg,2 Years,159828
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,4GB,256GB SSD,"15.6"" FHD",Windows 11,Blue,Magnesium Alloy,1.40kg,3 Years,114372
Apple MacBook Air M1,Apple,Intel Core i9 13th Gen,12GB,256GB SSD,"17"" FHD",Windows 10,Black,Plastic,0.99kg,1 Year,117129
LG Gram 14,LG,Intel Core i3 11th Gen,8GB,256GB SSD,"16"" QHD",Windows 10,White,Carbon Fiber,2.00kg,1 Year,111457
Apple MacBook Air M2,Apple,Apple M2,32GB,512GB SSD,"14"" FHD",macOS Ventura,Silver,Aluminum,2.00kg,3 Years,189688
Lenovo IdeaPad Slim 3,Lenovo,AMD Ryzen 7 5800U,4GB,512GB SSD,"16"" QHD",macOS Ventura,Silver,Magnesium Alloy,1.25kg,3 Years,119125
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,16GB,1TB SSD,"15.6"" FHD",macOS Ventura,Blue,Metal,2.00kg,3 Years,98643
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,12GB,256GB SSD,"16"" QHD",Chrome OS,Black,Carbon Fiber,1.75kg,3 Years,43407
ASUS VivoBook 15,ASUS,AMD Ryzen 5 5500U,4GB,512GB SSD,"14"" FHD",Windows 11,Black,Metal,0.99kg,2 Years,111932
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,32GB,1TB SSD,"17"" FHD",Windows 10,Blue,Magnesium Alloy,1.25kg,2 Years,80009
Apple MacBook Air M2,Apple,Apple M1,32GB,1TB SSD,"17"" FHD",Windows 10,White,Magnesium Alloy,1.40kg,2 Years,46051
Dell Inspiron 14,Dell,AMD Ryzen 7 5800U,32GB,128GB SSD,"17"" FHD",Windows 10,Blue,Metal,0.99kg,1 Year,68683
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,32GB,1TB SSD,"14"" FHD",macOS Ventura,Silver,Carbon Fiber,1.25kg,1 Year,138504
HP Victus 15,HP,Intel Core i9 13th Gen,4GB,256GB SSD,"13.3"" FHD",Windows 11,White,Metal,2.00kg,3 Years,207583
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,8GB,1TB SSD,"13.3"" FHD",Windows 11,Black,Carbon Fiber,2.00kg,3 Years,93606
HP Pavilion 15,HP,Apple M1,12GB,512GB SSD,"17"" FHD",macOS Ventura,Blue,Aluminum,1.75kg,3 Years,127204
Acer Aspire 5,Acer,AMD Ryzen 7 5800U,12GB,128GB SSD,"14"" FHD",Windows 10,Silver,Metal,2.00kg,3 Years,244540
LG Gram 14,LG,AMD Ryzen 5 5500U,8GB,128GB SSD,"16"" QHD",Windows 11,White,Plastic,1.40kg,2 Years,226303
Dell Inspiron 14,Dell,Apple M2,4GB,128GB SSD,"17"" FHD",Chrome OS,Blue,Metal,1.25kg,2 Years,42272
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,16GB,1TB SSD,"13.3"" FHD",Windows 11,White,Metal,1.40kg,2 Years,215395
Apple MacBook Air M2,Apple,Apple M1,32GB,512GB SSD,"16"" QHD",Chrome OS,Silver,Aluminum,2.00kg,1 Year,123012
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,8GB,128GB SSD,"16"" QHD",Windows 10,Blue,Plastic,2.00kg,1 Year,203398
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,12GB,128GB SSD,"15.6"" FHD",macOS Ventura,Silver,Plastic,2.00kg,1 Year,163518
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,8GB,256GB SSD,"15.6"" FHD",Chrome OS,Blue,Carbon Fiber,0.99kg,3 Years,66091
Apple MacBook Air M1,Apple,Intel Core i3 11th Gen,4GB,256GB SSD,"15.6"" FHD",macOS Ventura,White,Metal,1.75kg,3 Years,232792
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,32GB,256GB SSD,"17"" FHD",Chrome OS,White,Magnesium Alloy,0.99kg,3 Years,127607
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,12GB,128GB SSD,"15.6"" FHD",macOS Ventura,Blue,Aluminum,2.00kg,3 Years,65661
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,4GB,1TB SSD,"13.3"" FHD",macOS Ventura,Black,Plastic,0.99kg,1 Year,153834
HP Pavilion 15,HP,Intel Core i3 11th Gen,32GB,1TB SSD,"17"" FHD",Windows 10,Silver,Aluminum,2.00kg,1 Year,167375
Walton Prelude N41,Walton,Apple M1,8GB,512GB SSD,"14"" FHD",Chrome OS,Silver,Plastic,1.75kg,3 Years,78520
HP Pavilion 15,HP,Intel Core i9 13th Gen,16GB,512GB SSD,"15.6"" FHD",Windows 10,Black,Metal,1.25kg,1 Year,91881
Apple MacBook Pro M2,Apple,AMD Ryzen 5 5500U,12GB,256GB SSD,"16"" QHD",Windows 11,Gray,Carbon Fiber,0.99kg,3 Years,54610
Apple MacBook Pro M2,Apple,Apple M2,8GB,1TB SSD,"15.6"" FHD",Windows 11,Black,Metal,1.25kg,2 Years,95082
Dell XPS 13,Dell,Intel Core i3 11th Gen,12GB,128GB SSD,"15.6"" FHD",Windows 11,White,Metal,2.00kg,1 Year,208070
MSI GF63 Thin,MSI,Apple M1,32GB,256GB SSD,"14"" FHD",Windows 10,White,Metal,1.25kg,2 Years,249063
LG Gram 14,LG,AMD Ryzen 7 5800U,8GB,1TB SSD,"15.6"" FHD",Chrome OS,Gray,Plastic,1.25kg,2 Years,137071
HP Pavilion 15,HP,Intel Core i9 13th Gen,16GB,256GB SSD,"15.6"" FHD",Chrome OS,Black,Carbon Fiber,2.00kg,1 Year,52533
Dell Inspiron 14,Dell,Apple M1,4GB,128GB SSD,"14"" FHD",Chrome OS,Silver,Metal,1.40kg,3 Years,154104
LG Gram 14,LG,AMD Ryzen 5 5500U,8GB,256GB SSD,"14"" FHD",Windows 11,Silver,Metal,1.75kg,1 Year,113710
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,12GB,1TB SSD,"16"" QHD",macOS Ventura,White,Metal,1.25kg,1 Year,141783
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,32GB,512GB SSD,"13.3"" FHD",Chrome OS,Blue,Carbon Fiber,2.00kg,3 Years,135620
Walton Tamarind EX10,Walton,Apple M1,32GB,256GB SSD,"17"" FHD",Chrome OS,White,Metal,1.40kg,3 Years,184065
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,16GB,256GB SSD,"16"" QHD",Windows 10,Silver,Metal,1.75kg,3 Years,167476
Apple MacBook Pro M2,Apple,Intel Core i5 12th Gen,12GB,256GB SSD,"15.6"" FHD",Chrome OS,Silver,Aluminum,1.25kg,2 Years,194204
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,16GB,128GB SSD,"17"" FHD",macOS Ventura,Blue,Aluminum,0.99kg,3 Years,38948
MSI GF63 Thin,MSI,Intel Core i3 11th Gen,12GB,1TB SSD,"13.3"" FHD",Windows 10,Black,Magnesium Alloy,0.99kg,1 Year,37547
Apple MacBook Air M1,Apple,Intel Core i7 13th Gen,16GB,1TB SSD,"17"" FHD",Windows 11,Blue,Metal,2.00kg,2 Years,192597
Apple MacBook Pro M2,Apple,Apple M2,12GB,1TB SSD,"15.6"" FHD",Chrome OS,White,Carbon Fiber,1.75kg,2 Years,126997
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,12GB,128GB SSD,"13.3"" FHD",Windows 11,Blue,Carbon Fiber,1.75kg,2 Years,40218
Apple MacBook Air M2,Apple,AMD Ryzen 7 5800U,16GB,256GB SSD,"15.6"" FHD",Chrome OS,Gray,Metal,1.40kg,3 Years,187857
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i7 13th Gen,32GB,128GB SSD,"13.3"" FHD",Chrome OS,Gray,Aluminum,1.25kg,3 Years,122668
Acer Aspire 5,Acer,Intel Core i3 11th Gen,32GB,1TB SSD,"13.3"" FHD",Windows 10,White,Aluminum,0.99kg,1 Year,84157
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,4GB,1TB SSD,"13.3"" FHD",Windows 11,Gray,Metal,2.00kg,3 Years,105635
Apple MacBook Air M1,Apple,AMD Ryzen 5 5500U,12GB,256GB SSD,"15.6"" FHD",Chrome OS,Gray,Metal,1.40kg,2 Years,182820
Apple MacBook Pro M2,Apple,AMD Ryzen 5 5500U,32GB,256GB SSD,"17"" FHD",Windows 11,Black,Aluminum,2.00kg,2 Years,156899
LG Gram 14,LG,AMD Ryzen 7 5800U,4GB,1TB SSD,"14"" FHD",Chrome OS,Blue,Carbon Fiber,1.75kg,3 Years,207457
Apple MacBook Air M1,Apple,Apple M2,8GB,128GB SSD,"13.3"" FHD",macOS Ventura,Blue,Magnesium Alloy,1.25kg,2 Years,155539
Acer Aspire 5,Acer,Intel Core i5 12th Gen,16GB,1TB SSD,"16"" QHD",macOS Ventura,Gray,Aluminum,2.00kg,2 Years,239001
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,12GB,256GB SSD,"17"" FHD",Windows 10,Gray,Carbon Fiber,2.00kg,1 Year,211064
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,16GB,256GB SSD,"14"" FHD",Windows 11,White,Metal,1.75kg,2 Years,121806
MSI GF63 Thin,MSI,Apple M2,16GB,512GB SSD,"17"" FHD",Chrome OS,Blue,Plastic,0.99kg,2 Years,238311
Acer Aspire 5,Acer,Intel Core i9 13th Gen,32GB,256GB SSD,"15.6"" FHD",Windows 10,Silver,Plastic,1.25kg,3 Years,41499
Acer Aspire 5,Acer,AMD Ryzen 7 5800U,4GB,128GB SSD,"15.6"" FHD",Chrome OS,Blue,Plastic,1.40kg,3 Years,67249
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,12GB,256GB SSD,"14"" FHD",Windows 10,White,Plastic,1.25kg,2 Years,104868
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,32GB,1TB SSD,"15.6"" FHD",Chrome OS,Silver,Carbon Fiber,0.99kg,3 Years,100454
Dell XPS 13,Dell,AMD Ryzen 7 5800U,8GB,128GB SSD,"14"" FHD",Windows 11,White,Plastic,1.25kg,3 Years,77643
MSI GF63 Thin,MSI,Intel Core i5 12th Gen,12GB,1TB SSD,"16"" QHD",macOS Ventura,Blue,Metal,1.25kg,1 Year,52533
HP Victus 15,HP,Apple M2,4GB,512GB SSD,"13.3"" FHD",macOS Ventura,Silver,Aluminum,1.25kg,3 Years,45829
Apple MacBook Pro M2,Apple,Intel Core i5 12th Gen,16GB,128GB SSD,"17"" FHD",Chrome OS,Silver,Plastic,1.75kg,2 Years,64344
Apple MacBook Pro M2,Apple,AMD Ryzen 7 5800U,12GB,256GB SSD,"13.3"" FHD",Windows 11,Gray,Metal,0.99kg,1 Year,122491
ASUS VivoBook 15,ASUS,Apple M1,32GB,512GB SSD,"14"" FHD",Chrome OS,Black,Aluminum,2.00kg,3 Years,50159
Apple MacBook Air M1,Apple,Intel Core i5 12th Gen,16GB,256GB SSD,"16"" QHD",Windows 10,White,Carbon Fiber,2.00kg,1 Year,152471
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,4GB,512GB SSD,"16"" QHD",Chrome OS,Silver,Metal,1.75kg,1 Year,161884
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,16GB,512GB SSD,"13.3"" FHD",macOS Ventura,Blue,Carbon Fiber,1.25kg,2 Years,151459
Apple MacBook Air M1,Apple,AMD Ryzen 7 5800U,4GB,512GB SSD,"17"" FHD",macOS Ventura,Silver,Aluminum,1.75kg,2 Years,140145
HP Pavilion 15,HP,AMD Ryzen 5 5500U,8GB,256GB SSD,"14"" FHD",Windows 11,Black,Aluminum,1.75kg,1 Year,80801
HP Pavilion 15,HP,Apple M1,12GB,256GB SSD,"13.3"" FHD",macOS Ventura,Black,Plastic,1.25kg,2 Years,242097
ASUS VivoBook 15,ASUS,Apple M2,16GB,256GB SSD,"16"" QHD",macOS Ventura,Black,Aluminum,1.25kg,3 Years,60633
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,4GB,512GB SSD,"14"" FHD",macOS Ventura,Blue,Plastic,0.99kg,2 Years,100513
Apple MacBook Air M1,Apple,Apple M2,32GB,128GB SSD,"13.3"" FHD",macOS Ventura,Silver,Aluminum,0.99kg,2 Years,45509
Apple MacBook Air M2,Apple,Intel Core i3 11th Gen,16GB,1TB SSD,"17"" FHD",Windows 11,Blue,Metal,0.99kg,2 Years,227763
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,12GB,1TB SSD,"15.6"" FHD",Chrome OS,Black,Aluminum,2.00kg,2 Years,200857
Walton Tamarind EX10,Walton,AMD Ryzen 7 5800U,12GB,256GB SSD,"14"" FHD",Windows 11,White,Plastic,2.00kg,3 Years,241209
Apple MacBook Pro M2,Apple,Intel Core i9 13th Gen,32GB,256GB SSD,"17"" FHD",Chrome OS,Silver,Metal,1.75kg,1 Year,106099
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,12GB,128GB SSD,"15.6"" FHD",Chrome OS,Gray,Aluminum,1.25kg,2 Years,45041
ASUS ROG Zephyrus G14,ASUS,Intel Core i3 11th Gen,16GB,256GB SSD,"17"" FHD",Windows 10,Gray,Metal,2.00kg,2 Years,248387
